14:20:36.143567 1255525 0x72e094024ec0 INFO            niceagent conncheck.c:405:priv_turn_refresh_heartbeat_tick:<NiceAgent@0x72e09402b370> 1/1: TURN refresh HEARTBEAT cand=0x72e028015f60 local=192.168.1.117:55477 remote=185.124.96.129:3478 age=240s last_event=240s ago refresh_count=0 last_lifetime=600s consecutive_stale_nonce=0 tolerate_one_timeout=1 siblings=2 last_result=allocated
14:21:36.113239 1255525 0x72e078001a40 INFO            niceagent conncheck.c:3595:priv_map_reply_to_relay_refresh:<NiceAgent@0x72e09402b370> 1/1: TURN Refresh #1 SUCCESS on cand=0x72e028015f60 local=192.168.1.117:55477 remote=185.124.96.129:3478 (allocation age 300 s, granted lifetime 600 s, next refresh in 300000 ms, nonce_changed=0, consecutive_stale_nonce=0)
14:21:36.113320 1255525 0x72e078002320 DEBUG            niceagent conncheck.c:3910:priv_find_stunagent_for_message:<NiceAgent@0x72e09402b370> 1/2: inbound STUN response from [185.124.96.129]:3478 (84 octets) matches refresh stun agent:
14:21:36.113354 1255525 0x72e078002320 WARNING            niceagent conncheck.c:3656:priv_map_reply_to_relay_refresh:<NiceAgent@0x72e09402b370> 1/2: TURN Refresh #1 ERROR code=438 on cand=0x72dfe80160e0 local=192.168.1.117:33521 remote=185.124.96.129:3478 (allocation age 300 s, consecutive_stale_nonce=0, siblings=2)
14:21:36.113361 1255525 0x72e078002320 DEBUG            niceagent conncheck.c:3725:priv_map_reply_to_relay_refresh:<NiceAgent@0x72e09402b370> 1/2: TURN Refresh on cand=0x72dfe80160e0 local=192.168.1.117:33521 remote=185.124.96.129:3478: server rotated nonce (code=438), retrying with new nonce (attempt 1/5)
14:21:36.113382 1255525 0x72e078002320 DEBUG            niceagent conncheck.c:1475:priv_turn_allocate_refresh_tick_unlocked:<NiceAgent@0x72e09402b370> 1/2: Sending TURN Refresh #2 on cand=0x72dfe80160e0 local=192.168.1.117:33521 remote=185.124.96.129:3478 (160 bytes), allocation age 300 s, last lifetime 600 s, requested lifetime 600 s
14:21:36.133534 1255525 0x72e078001a40 DEBUG            niceagent conncheck.c:3910:priv_find_stunagent_for_message:<NiceAgent@0x72e09402b370> 1/1: inbound STUN response from [185.124.96.129]:443 (60 octets) matches refresh stun agent:
14:21:36.133591 1255525 0x72e078001a40 ERROR            niceagent conncheck.c:225:priv_turn_lifetime_to_refresh_interval:(NULL) SERVER TURN LIFETIME: 600
14:21:36.133604 1255525 0x72e078001a40 INFO            niceagent conncheck.c:3595:priv_map_reply_to_relay_refresh:<NiceAgent@0x72e09402b370> 1/1: TURN Refresh #1 SUCCESS on cand=0x72e0280958e0 local=192.168.1.117:58506 remote=185.124.96.129:443 (allocation age 300 s, granted lifetime 600 s, next refresh in 300000 ms, nonce_changed=0, consecutive_stale_nonce=0)
14:21:36.134718 1255525 0x72e078001a40 DEBUG            niceagent conncheck.c:3910:priv_find_stunagent_for_message:<NiceAgent@0x72e09402b370> 1/1: inbound STUN response from [185.124.96.129]:3478 (60 octets) matches refresh stun agent:
14:21:36.134729 1255525 0x72e078001a40 ERROR            niceagent conncheck.c:225:priv_turn_lifetime_to_refresh_interval:(NULL) SERVER TURN LIFETIME: 600
14:21:36.134734 1255525 0x72e078001a40 INFO            niceagent conncheck.c:3595:priv_map_reply_to_relay_refresh:<NiceAgent@0x72e09402b370> 1/1: TURN Refresh #1 SUCCESS on cand=0x72e028055de0 local=192.168.1.117:60908 remote=185.124.96.129:3478 (allocation age 300 s, granted lifetime 600 s, next refresh in 300000 ms, nonce_changed=0, consecutive_stale_nonce=0)
14:21:36.135426 1255525 0x72e078002320 DEBUG            niceagent conncheck.c:3910:priv_find_stunagent_for_message:<NiceAgent@0x72e09402b370> 1/2: inbound STUN response from [185.124.96.129]:3478 (60 octets) matches refresh stun agent:
14:21:36.135466 1255525 0x72e078002320 ERROR            niceagent conncheck.c:225:priv_turn_lifetime_to_refresh_interval:(NULL) SERVER TURN LIFETIME: 600
14:21:36.135473 1255525 0x72e078002320 INFO            niceagent conncheck.c:3595:priv_map_reply_to_relay_refresh:<NiceAgent@0x72e09402b370> 1/2: TURN Refresh #1 SUCCESS on cand=0x72dfe8055ff0 local=192.168.1.117:60924 remote=185.124.96.129:3478 (allocation age 300 s, granted lifetime 600 s, next refresh in 300000 ms, nonce_changed=0, consecutive_stale_nonce=0)
14:21:36.136163 1255525 0x72e078002320 DEBUG            niceagent conncheck.c:3910:priv_find_stunagent_for_message:<NiceAgent@0x72e09402b370> 1/2: inbound STUN response from [185.124.96.129]:443 (60 octets) matches refresh stun agent:
14:21:36.136179 1255525 0x72e078002320 ERROR            niceagent conncheck.c:225:priv_turn_lifetime_to_refresh_interval:(NULL) SERVER TURN LIFETIME: 600
14:21:36.136199 1255525 0x72e078002320 INFO            niceagent conncheck.c:3595:priv_map_reply_to_relay_refresh:<NiceAgent@0x72e09402b370> 1/2: TURN Refresh #1 SUCCESS on cand=0x72dfe8095750 local=192.168.1.117:58520 remote=185.124.96.129:443 (allocation age 300 s, granted lifetime 600 s, next refresh in 300000 ms, nonce_changed=0, consecutive_stale_nonce=0)
14:21:36.145697 1255525 0x72e078002320 DEBUG            niceagent conncheck.c:3910:priv_find_stunagent_for_message:<NiceAgent@0x72e09402b370> 1/2: inbound STUN response from [185.124.96.129]:3478 (80 octets) matches refresh stun agent:
14:21:36.145746 1255525 0x72e078002320 WARNING            niceagent conncheck.c:3656:priv_map_reply_to_relay_refresh:<NiceAgent@0x72e09402b370> 1/2: TURN Refresh #2 ERROR code=437 on cand=0x72dfe80160e0 local=192.168.1.117:33521 remote=185.124.96.129:3478 (allocation age 300 s, consecutive_stale_nonce=1, siblings=2)
14:21:36.145753 1255525 0x72e078002320 WARNING            niceagent conncheck.c:3674:priv_map_reply_to_relay_refresh:<NiceAgent@0x72e09402b370> 1/2: TURN Refresh got 437 Allocation Mismatch on cand=0x72dfe80160e0 local=192.168.1.117:33521 remote=185.124.96.129:3478 — server believes our allocation on this 5-tuple does not exist. This refresh candidate cannot continue. Other refresh candidates for this component will keep running if any are alive.
14:21:36.145761 1255525 0x72e078002320 WARNING            niceagent conncheck.c:343:priv_refresh_signal_failure:<NiceAgent@0x72e09402b370> 1/2: TURN refresh failure on cand=0x72dfe80160e0 local=192.168.1.117:33521 remote=185.124.96.129:3478 reason=Unhandled STUN refresh error — SUPPRESSING fatal signal to application because 2 sibling refresh candidate(s) for this component are still alive
14:21:36.145769 1255525 0x72e078002320 INFO            niceagent discovery.c:154:refresh_free_item:<NiceAgent@0x72e09402b370> 1/2: Freeing TURN refresh candidate 0x72dfe80160e0 (allocation age 300 s, refresh_count=2, last_lifetime=600 s, consecutive_stale_nonce=1, last_result=stun-error); sending REFRESH lifetime=0 to release the allocation
14:21:36.157785 1255525 0x72e094024ec0 INFO            niceagent conncheck.c:405:priv_turn_refresh_heartbeat_tick:<NiceAgent@0x72e09402b370> 1/1: TURN refresh HEARTBEAT cand=0x72e028015f60 local=192.168.1.117:55477 remote=185.124.96.129:3478 age=300s last_event=0s ago refresh_count=1 last_lifetime=600s consecutive_stale_nonce=0 tolerate_one_timeout=1 siblings=2 last_result=ok
14:21:36.157807 1255525 0x72e094024ec0 INFO            niceagent conncheck.c:405:priv_turn_refresh_heartbeat_tick:<NiceAgent@0x72e09402b370> 1/1: TURN refresh HEARTBEAT cand=0x72e028055de0 local=192.168.1.117:60908 remote=185.124.96.129:3478 age=300s last_event=0s ago refresh_count=1 last_lifetime=600s consecutive_stale_nonce=0 tolerate_one_timeout=1 siblings=2 last_result=ok
14:21:36.157814 1255525 0x72e094024ec0 INFO            niceagent conncheck.c:405:priv_turn_refresh_heartbeat_tick:<NiceAgent@0x72e09402b370> 1/1: TURN refresh HEARTBEAT cand=0x72e0280958e0 local=192.168.1.117:58506 remote=185.124.96.129:443 age=300s last_event=0s ago refresh_count=1 last_lifetime=600s consecutive_stale_nonce=0 tolerate_one_timeout=1 siblings=2 last_result=ok
14:21:36.157820 1255525 0x72e094024ec0 INFO            niceagent conncheck.c:405:priv_turn_refresh_heartbeat_tick:<NiceAgent@0x72e09402b370> 1/2: TURN refresh HEARTBEAT cand=0x72dfe8055ff0 local=192.168.1.117:60924 remote=185.124.96.129:3478 age=300s last_event=0s ago refresh_count=1 last_lifetime=600s consecutive_stale_nonce=0 tolerate_one_timeout=1 siblings=1 last_result=ok
14:21:36.157826 1255525 0x72e094024ec0 INFO            niceagent conncheck.c:405:priv_turn_refresh_heartbeat_tick:<NiceAgent@0x72e09402b370> 1/2: TURN refresh HEARTBEAT cand=0x72dfe8095750 local=192.168.1.117:58520 remote=185.124.96.129:443 age=300s last_event=0s ago refresh_count=1 last_lifetime=600s consecutive_stale_nonce=0 tolerate_one_timeout=1 siblings=1 last_result=ok
14:21:36.177288 1255525 0x72e078002320 WARNING            niceagent conncheck.c:3917:priv_find_stunagent_for_message:<NiceAgent@0x72e09402b370> 1/2: *** ERROR *** unmatched stun response from [185.124.96.129]:3478 (80 octets):
14:21:36.177324 1255525 0x72e078002320 WARNING            niceagent conncheck.c:3917:priv_find_stunagent_for_message:<NiceAgent@0x72e09402b370> 1/2: *** ERROR *** unmatched stun response from [185.124.96.129]:3478 (80 octets):
14:21:37.304493 1255525 0x72e094024ec0 DEBUG            niceagent conncheck.c:1222:priv_conn_keepalive_tick_unlocked:<NiceAgent@0x72e09402b370> 1/1: stun_bind_keepalive for pair 0x72e09403b648(9:1) res 28.
14:21:37.304514 1255525 0x72e094024ec0 DEBUG            niceagent conncheck.c:1249:priv_conn_keepalive_tick_unlocked:<NiceAgent@0x72e09402b370> 1/2: Not sending STUN keepalive as rtcp-mux in use
14:21:37.309549 1255525 0x72e078001a40 DEBUG            niceagent conncheck.c:3929:priv_find_stunagent_for_message:<NiceAgent@0x72e09402b370> 1/1: inbound STUN request/indication packet from [172.21.39.43]:40816 (28 octets) using global stun agent:
14:21:37.309593 1255525 0x72e078001a40 DEBUG            niceagent conncheck.c:4026:conn_check_handle_inbound_stun:<NiceAgent@0x72e09402b370> 1/1: Integrity check failed.
14:22:02.329496 1255525 0x72e094024ec0 DEBUG            niceagent conncheck.c:1222:priv_conn_keepalive_tick_unlocked:<NiceAgent@0x72e09402b370> 1/1: stun_bind_keepalive for pair 0x72e09403b648(9:1) res 28.
14:22:02.329519 1255525 0x72e094024ec0 DEBUG            niceagent conncheck.c:1249:priv_conn_keepalive_tick_unlocked:<NiceAgent@0x72e09402b370> 1/2: Not sending STUN keepalive as rtcp-mux in use
14:22:02.332461 1255525 0x72e078001a40 DEBUG            niceagent conncheck.c:3929:priv_find_stunagent_for_message:<NiceAgent@0x72e09402b370> 1/1: inbound STUN request/indication packet from [172.21.39.43]:40816 (28 octets) using global stun agent:
14:22:02.332490 1255525 0x72e078001a40 DEBUG            niceagent conncheck.c:4026:conn_check_handle_inbound_stun:<NiceAgent@0x72e09402b370> 1/1: Integrity check failed.

...

14:25:47.447946 1255525 0x72e094024ec0 DEBUG            niceagent conncheck.c:1222:priv_conn_keepalive_tick_unlocked:<NiceAgent@0x72e09402b370> 1/1: stun_bind_keepalive for pair 0x72e09403b648(9:1) res 28.
14:25:47.447976 1255525 0x72e094024ec0 DEBUG            niceagent conncheck.c:1249:priv_conn_keepalive_tick_unlocked:<NiceAgent@0x72e09402b370> 1/2: Not sending STUN keepalive as rtcp-mux in use
14:25:47.548916 1255525 0x72e078001a40 DEBUG            niceagent conncheck.c:3929:priv_find_stunagent_for_message:<NiceAgent@0x72e09402b370> 1/1: inbound STUN request/indication packet from [172.21.39.43]:40816 (28 octets) using global stun agent:
14:25:47.548942 1255525 0x72e078001a40 DEBUG            niceagent conncheck.c:4026:conn_check_handle_inbound_stun:<NiceAgent@0x72e09402b370> 1/1: Integrity check failed.
14:26:06.268174 1255525 0x72e094024ec0 INFO            niceagent conncheck.c:405:priv_turn_refresh_heartbeat_tick:<NiceAgent@0x72e09402b370> 1/1: TURN refresh HEARTBEAT cand=0x72e028015f60 local=192.168.1.117:55477 remote=185.124.96.129:3478 age=570s last_event=270s ago refresh_count=1 last_lifetime=600s consecutive_stale_nonce=0 tolerate_one_timeout=1 siblings=2 last_result=ok
14:26:06.268203 1255525 0x72e094024ec0 INFO            niceagent conncheck.c:405:priv_turn_refresh_heartbeat_tick:<NiceAgent@0x72e09402b370> 1/1: TURN refresh HEARTBEAT cand=0x72e028055de0 local=192.168.1.117:60908 remote=185.124.96.129:3478 age=570s last_event=270s ago refresh_count=1 last_lifetime=600s consecutive_stale_nonce=0 tolerate_one_timeout=1 siblings=2 last_result=ok
14:26:06.268208 1255525 0x72e094024ec0 INFO            niceagent conncheck.c:405:priv_turn_refresh_heartbeat_tick:<NiceAgent@0x72e09402b370> 1/1: TURN refresh HEARTBEAT cand=0x72e0280958e0 local=192.168.1.117:58506 remote=185.124.96.129:443 age=570s last_event=270s ago refresh_count=1 last_lifetime=600s consecutive_stale_nonce=0 tolerate_one_timeout=1 siblings=2 last_result=ok
14:26:06.268213 1255525 0x72e094024ec0 INFO            niceagent conncheck.c:405:priv_turn_refresh_heartbeat_tick:<NiceAgent@0x72e09402b370> 1/2: TURN refresh HEARTBEAT cand=0x72dfe8055ff0 local=192.168.1.117:60924 remote=185.124.96.129:3478 age=570s last_event=270s ago refresh_count=1 last_lifetime=600s consecutive_stale_nonce=0 tolerate_one_timeout=1 siblings=1 last_result=ok
14:26:06.268218 1255525 0x72e094024ec0 INFO            niceagent conncheck.c:405:priv_turn_refresh_heartbeat_tick:<NiceAgent@0x72e09402b370> 1/2: TURN refresh HEARTBEAT cand=0x72dfe8095750 local=192.168.1.117:58520 remote=185.124.96.129:443 age=570s last_event=270s ago refresh_count=1 last_lifetime=600s consecutive_stale_nonce=0 tolerate_one_timeout=1 siblings=1 last_result=ok
14:26:12.452549 1255525 0x72e094024ec0 DEBUG            niceagent conncheck.c:1222:priv_conn_keepalive_tick_unlocked:<NiceAgent@0x72e09402b370> 1/1: stun_bind_keepalive for pair 0x72e09403b648(9:1) res 28.
14:26:12.452574 1255525 0x72e094024ec0 DEBUG            niceagent conncheck.c:1249:priv_conn_keepalive_tick_unlocked:<NiceAgent@0x72e09402b370> 1/2: Not sending STUN keepalive as rtcp-mux in use
14:26:12.556656 1255525 0x72e078001a40 DEBUG            niceagent conncheck.c:3929:priv_find_stunagent_for_message:<NiceAgent@0x72e09402b370> 1/1: inbound STUN request/indication packet from [172.21.39.43]:40816 (28 octets) using global stun agent:
14:26:12.556680 1255525 0x72e078001a40 DEBUG            niceagent conncheck.c:4026:conn_check_handle_inbound_stun:<NiceAgent@0x72e09402b370> 1/1: Integrity check failed.
14:26:36.014537 1255525 0x72e094007a00 DEBUG pulse_rest_conference_event_subscriber pulse_rest_conference_event_subscriber.c:396:pulse_rest_conference_event_subscriber_data_processor:(NULL) [cid:1 sid:1] scope:'' command:'ping' id:'NONE' data:'NONE'
14:26:36.117629 1255525 0x72e094024ec0 DEBUG            niceagent conncheck.c:1475:priv_turn_allocate_refresh_tick_unlocked:<NiceAgent@0x72e09402b370> 1/1: Sending TURN Refresh #2 on cand=0x72e028015f60 local=192.168.1.117:55477 remote=185.124.96.129:3478 (160 bytes), allocation age 600 s, last lifetime 600 s, requested lifetime 600 s
14:26:36.133691 1255525 0x72e094024ec0 DEBUG            niceagent conncheck.c:1475:priv_turn_allocate_refresh_tick_unlocked:<NiceAgent@0x72e09402b370> 1/1: Sending TURN Refresh #2 on cand=0x72e0280958e0 local=192.168.1.117:58506 remote=185.124.96.129:443 (160 bytes), allocation age 600 s, last lifetime 600 s, requested lifetime 600 s
14:26:36.134933 1255525 0x72e094024ec0 DEBUG            niceagent conncheck.c:1475:priv_turn_allocate_refresh_tick_unlocked:<NiceAgent@0x72e09402b370> 1/1: Sending TURN Refresh #2 on cand=0x72e028055de0 local=192.168.1.117:60908 remote=185.124.96.129:3478 (160 bytes), allocation age 600 s, last lifetime 600 s, requested lifetime 600 s
14:26:36.135542 1255525 0x72e094024ec0 DEBUG            niceagent conncheck.c:1475:priv_turn_allocate_refresh_tick_unlocked:<NiceAgent@0x72e09402b370> 1/2: Sending TURN Refresh #2 on cand=0x72dfe8055ff0 local=192.168.1.117:60924 remote=185.124.96.129:3478 (160 bytes), allocation age 600 s, last lifetime 600 s, requested lifetime 600 s
14:26:36.136394 1255525 0x72e094024ec0 DEBUG            niceagent conncheck.c:1475:priv_turn_allocate_refresh_tick_unlocked:<NiceAgent@0x72e09402b370> 1/2: Sending TURN Refresh #2 on cand=0x72dfe8095750 local=192.168.1.117:58520 remote=185.124.96.129:443 (160 bytes), allocation age 600 s, last lifetime 600 s, requested lifetime 600 s
14:26:36.149089 1255525 0x72e078001a40 DEBUG            niceagent conncheck.c:3910:priv_find_stunagent_for_message:<NiceAgent@0x72e09402b370> 1/1: inbound STUN response from [185.124.96.129]:3478 (60 octets) matches refresh stun agent:
14:26:36.149147 1255525 0x72e078001a40 ERROR            niceagent conncheck.c:225:priv_turn_lifetime_to_refresh_interval:(NULL) SERVER TURN LIFETIME: 600
14:26:36.149159 1255525 0x72e078001a40 INFO            niceagent conncheck.c:3595:priv_map_reply_to_relay_refresh:<NiceAgent@0x72e09402b370> 1/1: TURN Refresh #2 SUCCESS on cand=0x72e028015f60 local=192.168.1.117:55477 remote=185.124.96.129:3478 (allocation age 600 s, granted lifetime 600 s, next refresh in 300000 ms, nonce_changed=0, consecutive_stale_nonce=0)
14:26:36.165184 1255525 0x72e078001a40 DEBUG            niceagent conncheck.c:3910:priv_find_stunagent_for_message:<NiceAgent@0x72e09402b370> 1/1: inbound STUN response from [185.124.96.129]:443 (60 octets) matches refresh stun agent:
14:26:36.165261 1255525 0x72e078001a40 ERROR            niceagent conncheck.c:225:priv_turn_lifetime_to_refresh_interval:(NULL) SERVER TURN LIFETIME: 600
14:26:36.165271 1255525 0x72e078001a40 INFO            niceagent conncheck.c:3595:priv_map_reply_to_relay_refresh:<NiceAgent@0x72e09402b370> 1/1: TURN Refresh #2 SUCCESS on cand=0x72e0280958e0 local=192.168.1.117:58506 remote=185.124.96.129:443 (allocation age 600 s, granted lifetime 600 s, next refresh in 300000 ms, nonce_changed=0, consecutive_stale_nonce=0)
14:26:36.166649 1255525 0x72e078001a40 DEBUG            niceagent conncheck.c:3910:priv_find_stunagent_for_message:<NiceAgent@0x72e09402b370> 1/1: inbound STUN response from [185.124.96.129]:3478 (60 octets) matches refresh stun agent:
14:26:36.166662 1255525 0x72e078001a40 ERROR            niceagent conncheck.c:225:priv_turn_lifetime_to_refresh_interval:(NULL) SERVER TURN LIFETIME: 600
